ID	Length	Taxa_id	Species	Lineage
S001169927	1494	558173	Corynebacterium doosanense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001170671	1481	556548	Corynebacterium freiburgense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001188256	1447	1705	Corynebacterium stationis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001199462	1474	571915	Corynebacterium mustelae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001241590	1468	1224163	Corynebacterium maris	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001328430	1409	1125779	Corynebacterium pyruviciproducens	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001353127	1486	630407	Corynebacterium pilbarense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001589363	1401	1223515	Corynebacterium humireducens	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S001612974	1497	679663	Corynebacterium canis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S002226532	1443	863239	Corynebacterium nuruki	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S002907207	1439	1050174	Corynebacterium epidermidicanis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S002907472	1491	1190508	Corynebacterium aquatimens	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S003711198	1428	1230998	Corynebacterium frankenforstense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S003711200	1452	1231000	Corynebacterium lactis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S003722572	1495	42817	Corynebacterium argentoratense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S003749489	1472	38305	Corynebacterium vitaeruminis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S003807454	1453	1336740	Corynebacterium atrinae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S004075872	1423	1448266	Corynebacterium tapiri	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S004075873	1382	1448267	Corynebacterium nasicanis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S004228805	1466	1544413	Corynebacterium lowii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S004228809	1457	1544416	Corynebacterium oculi	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S004254539	1419	1471400	Corynebacterium pelargi	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S004451184	1441	1471401	Corynebacterium trachiae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S004455113	1403	1610489	Corynebacterium pollutisoli	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Corynebacteriaceae; Corynebacterium
S000009618	1475	37915	Dietzia maris	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000276288	1456	161920	Dietzia natronolimnaea	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000383488	1483	139021	Dietzia psychralcaliphila	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000516375	1455	322509	Dietzia kunjamensis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000539927	1486	321318	Dietzia maris	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000650844	1438	282305	Dietzia papillomatosis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000994794	1455	499555	Dietzia timorensis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000995866	1515	498198	Dietzia kunjamensis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000995867	1456	498199	Dietzia cercidiphylli	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S001153976	1396	546160	Dietzia lutea	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S001294708	1388	595984	Dietzia aerolata	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S001577957	1439	1077144	Dietzia alimentaria	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S002408177	1390	983873	Dietzia aurantiaca	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Dietziaceae; Dietzia
S000000628	1459	49897	Mycobacterium hodleri	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000001327	1502	39688	Mycobacterium duvalii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000002172	1493	39691	Mycobacterium moriokaense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000002446	1474	117567	Mycobacterium frederiksbergense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000002541	1456	36811	Mycobacterium agri	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000002735	1462	39687	Mycobacterium austroafricanum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000004105	1492	36813	Mycobacterium pulveris	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000004347	1445	53376	Mycobacterium heidelbergense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000008158	1454	1776	Mycobacterium flavescens	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000008902	1428	1804	Mycobacterium gilvum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000010837	1462	1787	Mycobacterium szulgai	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000013211	1509	29313	Mycobacterium shimoidei	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000014993	1517	115862	Mycobacterium caprae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000015160	1485	36814	Mycobacterium rhodesiae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000015367	1460	39692	Mycobacterium parafortuitum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000016429	1511	84962	Mycobacterium botniense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000091563	1522	1781	Mycobacterium marinum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000104183	1526	152142	Mycobacterium holsaticum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000112631	1487	1772	Mycobacterium smegmatis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000126793	1462	1779	Mycobacterium komossense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000127411	1457	1792	Mycobacterium chitae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000127593	1464	1797	Mycobacterium thermoresistibile	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000128054	1458	1791	Mycobacterium aurum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000128633	1456	1794	Mycobacterium gadium	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000129242	1456	1799	Mycobacterium aichiense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000130952	1419	29314	Mycobacterium hiberniae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000131075	1458	1807	Mycobacterium obuense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000261607	1470	242737	Mycobacterium neglectum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000263759	1480	1789	Mycobacterium xenopi	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000264112	1470	1768	Mycobacterium kansasii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000264636	1440	1767	Mycobacterium intracellulare	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000264637	1472	44454	Mycobacterium avium	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000334571	1491	110539	Mycobacterium austroafricanum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000352610	1504	28047	Mycobacterium confluentis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000352715	1497	53462	Mycobacterium mageritense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000356593	1511	220927	Mycobacterium saskatchewanense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000366306	1533	185642	Mycobacterium parmense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000387866	1321	120959	Mycobacterium kubicae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000388579	1527	110505	Mycobacterium heckeshornense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000390342	1450	126673	Mycobacterium doricum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000391703	1517	154654	Mycobacterium montefiorense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000408074	1510	243061	Mycobacterium sherrisii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000416815	1517	216929	Mycobacterium psychrotolerans	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000418699	1468	240125	Mycobacterium parascrofulaceum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000427735	1465	67081	Mycobacterium alvei	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000428212	1409	75922	Mycobacterium tusciae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429475	1469	43348	Mycobacterium branderi	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429477	1449	85968	Mycobacterium brumae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429478	1468	188915	Mycobacterium engbaekii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429484	1452	141349	Mycobacterium lentiflavum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429485	1484	1806	Mycobacterium africanum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429490	1450	39694	Mycobacterium poriferae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429491	1451	39695	Mycobacterium tokaiense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429492	1439	1810	Mycobacterium vaccae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429494	1470	1795	Mycobacterium neoaurum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429496	1466	1790	Mycobacterium asiaticum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429498	1472	1800	Mycobacterium chubuense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429500	1458	1801	Mycobacterium diernhoferi	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429501	1470	1793	Mycobacterium fallax	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429503	1469	1777	Mycobacterium gastri	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429504	1461	1771	Mycobacterium phlei	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429505	1466	1783	Mycobacterium scrofulaceum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000429506	1433	33894	Mycobacterium africanum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000433334	1507	153971	Mycobacterium palustre	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000437884	1474	47839	Mycobacterium triplex	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000438914	1517	59813	Mycobacterium novocastrense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000440047	1481	187102	Mycobacterium pyrenivorans	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441318	1483	1214102	Mycobacterium fortuitum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441319	1483	146021	Mycobacterium houstonense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441320	1483	146018	Mycobacterium neworleansense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441321	1483	43304	Mycobacterium peregrinum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441322	1483	98668	Mycobacterium septicum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441323	1481	36809	Mycobacterium abscessus	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441324	1481	1774	Mycobacterium chelonae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441326	1482	56689	Mycobacterium mucogenicum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441329	1483	39693	Mycobacterium porcinum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441333	1483	1796	Mycobacterium senegalense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441335	1485	59750	Mycobacterium wolinskyi	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000441336	1483	1802	Mycobacterium farcinogenes	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000460393	1498	146017	Mycobacterium boenickei	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000460397	1499	146020	Mycobacterium brisbanense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000460646	1433	228230	Mycobacterium canariasense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000463373	1481	319705	Mycobacterium abscessus	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000485192	1507	258533	Mycobacterium cosmeticum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000499515	1470	169765	Mycobacterium lacus	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000514204	1329	318424	Mycobacterium rufum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000514205	1331	318425	Mycobacterium aromaticivorans	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000530927	1494	258505	Mycobacterium fluoranthenivorans	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000537333	1362	1798	Mycobacterium triviale	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000539951	1535	324058	Mycobacterium alsense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000540580	1453	265949	Mycobacterium pseudoshottsii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000543943	1452	222805	Mycobacterium intracellulare	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000571663	1491	133549	Mycobacterium shottsii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000612699	1487	342002	Mycobacterium arupense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000629152	1481	339268	Mycobacterium colombiense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000631790	1481	319705	Mycobacterium abscessus	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000631791	1482	319706	Mycobacterium phocaicum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000631792	1482	319707	Mycobacterium aubagnense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000631793	1483	451644	Mycobacterium conceptionense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000649640	1435	370524	Mycobacterium pallens	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000649643	1418	370526	Mycobacterium rutilum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000652809	1473	85693	Mycobacterium monacense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000701938	1398	388459	Mycobacterium crocinum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000735839	1468	404941	Mycobacterium salmoniphilum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000925778	1471	470076	Mycobacterium stomatepiae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000964685	1397	280871	Mycobacterium llatzerense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000967187	1478	459858	Mycobacterium noviomagense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000968245	1475	486698	Mycobacterium riyadhense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S000995260	1336	431269	Mycobacterium setense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001044357	1498	701041	Mycobacterium avium	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001094811	1527	386913	Mycobacterium senuense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001094818	1493	425468	Mycobacterium arosiense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001094911	1442	44282	Mycobacterium avium	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001152419	1522	386911	Mycobacterium seoulense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001170511	1471	560555	Mycobacterium mantenii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001239921	1440	701042	Mycobacterium marseillense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001263617	1522	590652	Mycobacterium paraseoulense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001416957	1417	577492	Mycobacterium paraterrae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001575274	1473	659824	Mycobacterium hippocampi	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001575454	1492	53378	Mycobacterium paraffinicum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001792940	1470	212765	Mycobacterium madagascariense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S001792941	1459	182220	Mycobacterium murale	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002035065	1521	723879	Mycobacterium algericum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002167118	1380	758802	Mycobacterium litorale	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002167519	1494	761804	Mycobacterium europaeum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002167712	1431	33895	Mycobacterium interjectum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002233480	1450	912594	Mycobacterium iranicum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002235902	1475	1809	Mycobacterium ulcerans	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002304676	1505	1786	Mycobacterium sphagni	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002304677	1505	144550	Mycobacterium fortuitum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002907325	1427	512402	Mycobacterium heraklionense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002909091	1406	948102	Mycobacterium franklinii	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002910787	1465	1069221	Mycobacterium parakoreense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002910788	1474	1069220	Mycobacterium koreense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002949132	1505	398694	Mycobacterium shinjukuense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002949142	1471	722731	Mycobacterium shigaense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S002957079	1500	1108812	Mycobacterium longobardum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003277698	1512	83262	Mycobacterium immunogenum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003278245	1395	1138871	Mycobacterium intracellulare	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003288170	1526	1202450	Mycobacterium haemophilum	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003744188	1452	1260918	Mycobacterium fragae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003749065	1481	701043	Mycobacterium timonense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003749936	1515	1286180	Mycobacterium sediminis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003756905	1470	487514	Mycobacterium kyorinense	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S003920179	1393	1389713	Mycobacterium paragordonae	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
S004126293	1467	1520670	Mycobacterium stephanolepidis	Root; Bacteria; Actinobacteria; Actinobacteria; Mycobacteriales; Mycobacteriaceae; Mycobacterium
